,转债代码,转债名称,正股代码,正股名称,现价,涨跌幅,成交额,换手率,近5日涨跌幅,近20日涨跌幅,近3月涨跌幅,近1年涨跌幅,剩余规模（亿元）,转股价值,溢价率,正股价格,正股涨跌幅,正股成交额,正股波动率,双低指标,纯债价值,转债/正股流通市值比,自选标记,更新时间,上市日期,发行规模（亿元）,债券评级,到期日期,剩余年限,转股价,回售触发价,强赎触发价,距离转股开始天数,转股开始日期,下修条件,下修次数,下修成功次数,强赎标记,确定强赎日期,确定强赎价格,强赎天数统计
343,127062,垒知转债,1002398,垒知集团,121.057,0.46,285.51,0.6,-1.75,-5.32,-21.43,21.06,3.963,81.29,48.92,6.3,1.45,1510.24,41.25,169.98,86.72,10.8,0,09:50:00,2022-05-20,3.963,AA-,28-04-20,5.638,7.75,5.43,10.08,56,,15/30  85%,0,0,,,,0/15 | 30
344,127063,贵轮转债,1000589,贵州轮胎,128.3,-0.16,313.9,0.14,0.23,-0.19,11.95,28.3,18.0,108.26,18.51,4.98,0.4,1846.98,37.83,146.81,93.81,34.5,0,09:50:03,2022-05-30,18.0,AA,28-04-21,5.641,4.6,3.22,5.98,57,,15/30  85%,0,0,,,,0/15 | 30
345,127064,杭氧转债,1002430,杭氧股份,155.781,-1.28,952.62,0.53,-6.88,-12.24,55.78,55.78,11.37,122.41,27.26,35.12,-0.85,2004.95,46.94,183.04,93.62,3.4,0,09:50:03,2022-07-05,11.37,AA+,28-05-18,5.715,28.69,20.08,37.3,85,,15/30  85%,0,0,,,,0/15 | 30
346,127065,瑞鹄转债,1002997,瑞鹄模具,160.9,-2.94,13868.01,19.15,-16.85,-31.53,60.9,60.9,4.398,134.56,19.57,23.36,-3.11,6922.74,64.48,180.47,76.17,16.5,0,09:50:03,2022-07-27,4.398,A+,28-06-21,5.808,17.36,12.15,22.57,118,,15/30  85%,0,0,,,,0/15 | 30
347,127066,科利转债,1002850,科达利,121.869,0.3,1064.62,0.57,-5.12,-10.03,21.87,21.87,15.34,70.74,72.28,112.73,0.57,6460.07,60.47,194.15,92.83,8.7,0,09:50:00,2022-08-03,15.34,AA,28-07-07,5.852,159.35,111.55,207.16,137,,15/30  85%,0,0,,,,0/15 | 30
348,127067,恒逸转2,1000703,恒逸石化,118.212,0.2,725.38,0.2,-1.82,18.21,18.21,18.21,30.0,87.14,35.66,9.15,1.1,2258.7,32.61,153.87,93.54,9.0,0,09:50:03,2022-08-18,30.0,AA+,28-07-20,5.888,10.5,7.35,13.65,148,,15/30  85%,0,0,,,,0/15 | 30
349,128014,永东转债,1002753,永东股份,117.153,-0.08,1054.71,2.67,-5.09,-9.3,6.26,2.2,3.369,84.94,37.92,9.76,-0.81,1637.88,56.12,155.07,104.69,14.2,0,09:50:03,2017-05-12,3.4,AA-,23-04-17,0.625,11.49,8.04,14.94,0,2017-10-23,10/20  90%,1,1,,,,0/15 | 30
350,128015,久其转债,1002279,久其软件,116.77,0.15,410.81,0.45,-0.27,4.93,5.02,12.79,7.792,68.15,71.34,4.75,2.37,1222.63,41.24,188.11,100.64,25.5,0,09:50:00,2017-06-27,7.8,A,23-06-08,0.767,6.97,4.88,9.06,0,2017-12-15,15/30  90%,3,2,,,,0/15 | 30
351,128017,金禾转债,1002597,金禾实业,239.699,1.14,821.07,0.63,-2.16,-0.54,24.33,25.69,5.518,204.08,17.45,43.53,1.11,2793.67,47.92,257.15,104.61,2.3,0,09:50:03,2017-11-27,6.0,AA,23-11-01,1.167,21.33,14.93,27.73,0,2018-08-07,15/30  90%,0,0,G,,,0/15 | 30
352,128021,兄弟转债,1002562,兄弟科技,136.629,-0.82,1241.31,3.43,-5.97,0.17,2.04,26.86,2.652,121.0,12.92,6.28,-1.88,3870.59,47.24,149.55,104.37,6.0,0,09:50:03,2017-12-27,7.0,AA,23-11-28,1.241,5.19,3.63,6.75,0,2018-06-04,15/30  85%,1,1,,,,4/20 | 30
353,128022,众信转债,1002707,众信旅游,128.659,-0.01,1329.83,2.27,0.5,-0.03,3.51,22.44,4.55,112.61,14.25,6.7,0.3,2502.5,57.46,142.91,88.14,9.4,0,09:50:03,2017-12-28,7.0,BBB,23-12-01,1.249,5.95,4.17,7.74,0,2018-06-07,10/20  90%,2,2,,,,0/15 | 30
354,128023,亚太转债,1002284,亚太股份,123.1,1.74,1332.77,1.09,-3.23,-6.55,6.97,8.75,9.986,84.38,45.89,8.64,0.7,2107.8,55.5,168.99,106.57,16.6,0,09:50:03,2017-12-26,10.0,AA,23-12-04,1.258,10.24,7.17,13.31,0,2018-06-08,15/30  85%,0,0,,,,0/15 | 30
355,128025,特一转债,1002728,特一药业,122.781,0.81,215.48,0.59,-2.55,-4.42,-0.1,9.14,2.977,92.7,32.45,12.19,1.08,546.42,52.99,155.23,101.4,16.0,0,09:50:03,2017-12-28,3.54,AA-,23-12-06,1.263,13.15,9.21,17.1,0,2018-06-12,15/30  85%,1,1,,,,0/15 | 30
356,128026,众兴转债,1002772,众兴菌业,108.992,0.36,219.05,0.49,0.39,0.37,1.79,-9.4,4.088,68.65,58.76,7.73,1.05,1966.88,42.96,167.75,101.61,13.1,0,09:49:54,2018-01-03,9.2,AA-,23-12-13,1.282,11.26,7.88,14.64,0,2018-06-19,15/30  80%,1,0,,,,0/15 | 30
357,128029,太阳转债,1002078,太阳纸业,154.495,1.09,379.32,0.27,3.97,1.03,-4.42,-9.73,9.086,147.27,4.91,12.15,1.33,3572.25,31.9,159.41,105.2,2.8,0,09:50:03,2018-01-16,12.0,AA+,22-12-22,0.307,8.25,5.78,10.73,0,2018-06-28,15/30  85%,0,0,G,,,0/15 | 30
358,128030,天康转债,1002100,天康生物,216.125,-0.08,412.74,2.25,1.56,-1.37,-14.09,-9.0,0.847,159.73,35.31,11.82,0.25,5267.19,51.89,251.44,106.39,0.5,0,09:49:54,2018-01-29,10.0,AA,23-12-22,1.307,7.4,5.18,9.62,0,2018-06-28,15/30  90%,0,0,G,,,0/15 | 30
359,128033,迪龙转债,1002658,雪迪龙,122.88,-1.61,4773.84,13.03,-12.97,-0.01,5.75,-4.57,2.972,98.18,25.16,8.11,-3.22,8800.04,49.66,148.04,104.12,10.6,0,09:50:03,2018-01-29,5.2,AA,23-12-27,1.321,8.26,5.78,10.74,0,2018-07-03,10/20  85%,1,1,,,,0/15 | 30
360,128034,江银转债,1002807,江阴银行,121.19,-0.26,309.12,0.15,-0.83,-2.19,3.29,11.57,17.58,105.8,14.55,4.38,-0.9,2293.95,26.95,135.74,103.84,18.5,0,09:50:03,2018-02-14,20.0,AA+,24-01-26,1.403,4.14,,5.38,0,2018-08-01,15/30  80%,2,2,,,,0/15 | 30
361,128035,大族转债,1002008,大族激光,112.043,0.22,43.89,0.02,-1.19,-2.99,1.95,-6.79,22.993,57.87,93.61,29.97,0.47,7495.38,44.19,205.65,103.1,7.8,0,09:50:03,2018-03-05,23.0,AA+,24-02-06,1.433,51.79,36.25,67.33,0,2018-08-13,20/30  80%,0,0,,,,0/15 | 30
362,128036,金农转债,1002548,金新农,142.07,0.28,618.38,2.99,-0.79,-3.36,0.08,20.92,1.456,100.14,41.87,6.95,0.87,3057.15,51.26,183.94,91.43,3.8,0,09:50:03,2018-04-02,6.5,A-,24-03-09,1.521,6.94,4.86,9.02,0,2018-09-16,15/30  90%,0,0,,,,0/15 | 30
363,128037,岩土转债,1002542,中化岩土,118.623,0.44,578.6,0.81,-0.88,3.42,3.65,6.87,6.022,92.58,28.13,2.87,0.35,1663.64,43.28,146.75,105.67,13.3,0,09:50:03,2018-04-25,6.037,AA,24-03-15,1.537,3.1,2.17,4.03,0,2018-09-21,15/30  85%,1,1,,,,0/15 | 30
364,128039,三力转债,1002224,三力士,122.417,0.51,9772.04,38.66,-1.11,-6.27,5.23,7.81,2.024,87.18,40.42,5.03,3.93,7274.75,31.5,162.84,94.91,7.4,0,09:50:03,2018-06-29,6.2,A+,24-06-07,1.767,5.77,4.04,7.5,0,2018-12-14,15/30  85%,1,1,,,,0/15 | 30
365,128040,华通转债,1002758,浙农股份,142.236,0.47,1190.72,4.19,-1.65,-2.18,-16.99,24.52,2.005,128.06,11.07,12.46,0.89,497.84,52.45,153.31,104.87,8.2,0,09:50:03,2018-07-13,2.24,AA,24-06-13,1.784,9.73,6.81,12.65,0,2018-12-21,15/30  90%,0,0,G,,,0/15 | 30
366,128041,盛路转债,1002446,盛路通信,251.784,-1.61,1869.09,13.95,3.19,-13.18,-13.39,-14.7,0.529,112.9,123.02,7.7,1.99,2823.99,39.88,374.8,97.91,0.8,0,09:50:03,2018-08-14,10.0,A+,24-07-16,1.874,6.82,4.77,8.87,0,2019-01-23,10/20  90%,0,0,,,,0/15 | 30
367,128042,凯中转债,1002823,凯中精密,125.599,-0.36,4832.05,9.27,-10.03,-2.45,5.84,10.87,4.154,112.1,12.04,11.3,-4.56,3401.8,41.1,137.64,103.6,23.3,0,09:50:03,2018-09-03,4.16,AA-,24-07-30,1.912,10.08,7.06,13.1,0,2019-02-03,10/30  85%,1,1,,,,8/15 | 30
368,128044,岭南转债,1002717,岭南股份,114.376,-0.29,314.98,0.42,0.01,1.67,0.25,14.43,6.573,87.46,30.78,3.0,-0.33,1598.67,60.81,145.16,98.85,15.9,0,09:50:03,2018-09-04,6.6,AA-,24-08-14,1.953,3.43,2.4,4.46,0,2019-02-20,15/30  90%,2,2,,,,0/15 | 30
369,128046,利尔转债,1002258,利尔化学,176.53,0.26,1460.05,1.15,-4.13,-2.02,-1.38,-5.2,7.19,174.92,0.92,22.39,0.77,2661.29,43.79,177.45,105.1,4.3,0,09:50:03,2018-11-09,8.52,AA,24-10-17,2.129,12.8,8.96,16.64,0,2019-04-23,20/30  80%,0,0,G,,,0/20 | 30
370,128048,张行转债,1002839,张家港行,122.711,-0.23,465.3,0.15,-2.0,-1.43,1.11,3.23,24.97,109.71,11.85,4.97,0.2,2007.3,27.09,134.56,106.18,24.4,0,09:49:57,2018-11-29,25.0,AA+,24-11-12,2.2,4.53,,5.89,0,2019-05-16,15/30  80%,0,0,,,,0/15 | 30
371,128049,华源转债,1002787,华源控股,115.603,0.04,394.44,0.94,-0.94,-0.34,5.09,8.9,3.631,86.57,33.54,6.38,1.59,607.91,31.25,149.14,101.6,25.8,0,09:50:00,2018-12-20,4.0,AA-,24-11-27,2.241,7.37,5.16,9.58,0,2019-06-03,15/30  85%,0,0,,,,0/15 | 30
372,128053,尚荣转债,1002551,尚荣医疗,134.457,0.34,127.61,0.5,0.79,-1.75,3.51,2.94,1.9,86.48,55.48,4.22,0.48,362.1,41.13,189.94,105.84,7.4,0,09:49:51,2019-03-07,7.5,AA,25-02-14,2.458,4.88,3.42,6.34,0,2019-08-20,15/30  90%,0,0,,,,0/15 | 30
373,128056,今飞转债,1002863,今飞凯达,129.318,-0.01,1603.17,7.22,-4.28,-24.5,8.22,14.85,1.721,85.93,50.49,5.74,0.0,1704.37,40.81,179.81,99.51,6.1,0,09:50:03,2019-03-22,3.68,A+,25-02-28,2.496,6.68,4.68,8.68,0,2019-09-06,10/20  90%,0,0,,,,0/15 | 30
374,128062,亚药转债,1002370,亚太药业,111.206,-0.01,198.56,0.19,-0.23,8.61,11.43,25.43,9.619,31.82,249.48,5.17,0.0,796.34,66.85,360.69,46.26,37.5,0,09:50:00,2019-04-24,9.65,B-,25-04-02,2.586,16.25,11.38,21.13,0,2019-10-09,15/30  85%,1,0,,,,0/15 | 30
375,128063,未来转债,1002631,德尔未来,118.474,0.36,172.32,0.23,-0.42,-1.38,3.64,-0.44,6.293,73.98,60.14,6.37,1.11,1039.72,43.29,178.61,110.78,15.1,0,09:49:57,2019-04-24,6.3,AA-,25-04-03,2.589,8.61,6.03,11.19,0,2019-10-11,15/30  80%,0,0,,,,0/15 | 30
376,128066,亚泰转债,1002811,郑中设计,120.229,-0.69,2758.56,4.99,0.66,2.51,3.65,13.01,4.611,105.13,14.36,9.22,-2.95,2448.41,53.21,134.59,101.17,20.2,0,09:50:03,2019-05-14,4.8,AA-,25-04-17,2.627,8.77,6.14,11.4,0,2019-10-23,15/30  90%,1,1,,,,0/15 | 30
377,128069,华森转债,1002907,华森制药,116.874,0.23,87.78,0.25,-1.68,-3.87,1.49,8.23,2.993,65.78,77.67,11.82,0.94,326.57,57.65,194.54,102.51,8.9,0,09:50:03,2019-07-11,3.0,AA-,25-06-24,2.814,17.97,12.58,23.36,0,2019-12-30,10/20  85%,0,0,,,,0/15 | 30
378,128070,智能转债,1002877,智能自控,126.325,-0.55,1340.84,4.62,-4.7,-7.22,1.38,9.66,2.294,76.01,66.2,7.16,0.42,1275.13,44.67,192.53,94.06,15.4,0,09:50:03,2019-07-23,2.3,A+,25-07-02,2.836,9.42,,12.25,0,2020-01-08,15/30  90%,0,0,,,,0/15 | 30
379,128071,合兴转债,1002228,合兴包装,114.807,0.85,237.64,0.69,-1.46,-2.98,2.22,5.74,2.999,83.91,36.82,3.39,0.3,426.57,26.43,151.63,104.04,7.2,0,09:50:03,2019-09-16,5.96,AA,25-08-15,2.956,4.04,2.83,5.25,0,2020-02-24,15/30  90%,0,0,,,,0/15 | 30
380,128072,翔鹭转债,1002842,翔鹭钨业,115.101,-0.57,1743.25,4.99,-3.64,0.18,6.16,-0.9,3.018,65.61,75.43,9.9,-1.1,1746.78,41.03,190.53,91.39,14.2,0,09:50:03,2019-09-16,3.02,A+,25-08-19,2.967,15.09,10.56,19.62,0,2020-02-26,15/30  80%,0,0,,,,0/15 | 30
381,128073,哈尔转债,1002615,哈尔斯,142.302,-2.8,14349.47,34.02,4.49,1.81,17.03,21.3,2.94,140.54,1.25,7.8,-4.65,8129.95,41.82,143.55,102.99,16.3,0,09:50:03,2019-09-11,3.0,AA-,24-08-22,1.975,5.55,3.89,7.22,0,2020-02-28,15/30  85%,0,0,,,,6/15 | 30
382,128074,游族转债,1002174,游族网络,111.94,-0.84,174.06,0.23,-0.55,0.21,1.69,3.7,6.825,52.21,114.4,8.86,0.45,1654.21,44.38,226.34,109.19,8.4,0,09:50:03,2019-10-21,11.5,AA,25-09-23,3.063,16.97,11.88,22.06,0,2020-03-27,15/30  90%,0,0,,,,0/15 | 30
383,128075,远东转债,1002406,远东传动,122.335,0.77,664.58,1.0,-2.02,-11.99,1.46,-3.98,5.437,98.66,24.0,5.14,0.59,430.28,40.85,146.34,104.63,21.3,0,09:50:03,2019-10-31,8.94,AA,25-09-23,3.063,5.21,3.65,6.77,0,2020-03-27,15/30  85%,0,0,,,,0/15 | 30
384,128076,金轮转债,1002722,物产金轮,124.659,0.13,565.34,2.12,-1.17,-8.11,1.35,6.84,2.137,96.0,29.85,13.93,0.22,280.66,43.21,154.51,97.38,8.7,0,09:50:03,2019-11-08,2.14,AA-,25-10-14,3.121,14.51,10.16,18.86,0,2020-04-20,15/30  85%,0,0,,,,0/15 | 30
385,128078,太极转债,1002368,太极股份,122.94,0.49,93.67,0.08,-1.17,-5.47,-0.05,-4.55,9.599,84.7,45.15,18.65,2.14,2496.25,45.16,168.09,106.1,8.9,0,09:50:03,2019-11-08,10.0,AA,25-10-21,3.14,22.02,15.41,28.63,0,2020-04-27,15/30  90%,0,0,,,,0/15 | 30
386,128079,英联转债,1002846,英联股份,132.6,1.14,1369.36,6.81,-1.95,-11.72,-1.78,4.02,1.52,85.16,55.71,7.06,3.22,1253.77,40.25,188.31,92.98,9.7,0,09:50:03,2019-11-21,2.14,A+,25-10-21,3.14,8.29,5.8,10.78,0,2020-04-27,15/30  85%,0,0,,,,0/15 | 30
387,128081,海亮转债,1002203,海亮股份,123.778,0.14,721.58,0.19,-1.61,-2.77,0.38,-3.52,30.055,114.97,7.66,11.06,0.55,779.84,29.82,131.44,103.88,14.1,0,09:50:03,2019-12-16,31.5,AA,25-11-21,3.225,9.62,6.73,12.51,0,2020-05-27,15/30  90%,0,0,,,,0/15 | 30
388,128082,华锋转债,1002806,华锋股份,159.984,-3.4,7144.99,21.9,-8.48,-15.26,15.46,-13.95,2.03,143.81,11.25,13.13,-2.81,5747.72,63.26,171.23,89.04,11.0,0,09:50:03,2020-01-06,3.52,A,25-12-03,3.258,9.13,6.39,11.87,0,2020-06-10,10/30  90%,2,2,G,,,0/15 | 30
389,128083,新北转债,1002376,新北洋,128.4,0.09,813.97,0.72,-1.23,-2.96,7.67,22.28,8.768,117.89,8.92,7.84,0.51,926.76,37.61,137.32,103.7,17.7,0,09:50:03,2019-12-31,8.77,AA,25-12-12,3.282,6.65,4.66,8.65,0,2020-06-18,15/30  85%,1,1,,,,0/15 | 30
390,128085,鸿达转债,1002002,鸿达兴业,130.88,5.65,80957.13,185.27,11.91,11.72,13.69,-15.18,3.373,120.46,8.65,4.71,9.03,110963.8,46.73,139.53,37.91,2.3,1,09:50:03,2020-01-08,24.27,CCC,25-12-16,3.293,3.91,2.74,5.08,0,2020-06-22,15/30  90%,0,0,G,,,0/15 | 30
391,128087,孚日转债,1002083,孚日股份,126.32,0.65,2902.98,3.55,-0.93,-8.49,9.33,19.26,6.471,124.52,1.45,5.18,1.77,2165.05,38.91,127.77,94.68,15.4,0,09:50:03,2020-01-16,6.5,AA-,25-12-17,3.296,4.16,2.91,5.41,0,2020-06-23,10/20  90%,1,1,,,,12/15 | 30
392,128090,汽模转2,1002510,天汽模,123.843,-0.13,682.13,1.78,-2.87,-7.58,0.65,4.32,3.099,95.74,29.35,4.05,0.0,1490.92,43.73,153.19,96.08,8.2,0,09:50:00,2020-01-23,4.71,AA-,25-12-27,3.323,4.23,2.96,5.5,0,2020-07-03,15/30  80%,0,0,,,,0/15 | 30
393,128091,新天转债,1002873,新天药业,162.359,-1.23,1739.13,6.92,0.89,-8.44,4.27,31.62,1.54,138.0,17.65,15.87,-0.56,858.81,63.49,180.01,92.85,6.1,0,09:50:03,2020-01-17,1.77,A+,25-12-30,3.332,11.5,8.05,14.95,0,2020-07-06,10/20  90%,0,0,G,,,0/15 | 30
394,128095,恩捷转债,1002812,恩捷股份,341.669,0.07,1728.41,1.11,-0.65,-16.05,-8.03,-27.45,4.539,303.71,12.5,196.26,1.69,20469.58,50.26,354.17,100.0,0.3,0,09:50:03,2020-02-28,16.0,AA,26-02-11,3.449,64.62,45.23,84.01,0,2020-08-17,15/30  85%,0,0,B,,,30/15 | 30
395,128097,奥佳转债,1002614,奥佳华,115.623,-0.21,70.71,0.13,-0.16,-0.74,-0.74,-28.52,4.586,74.43,55.34,7.51,0.4,360.3,34.36,170.96,95.09,13.6,0,09:50:03,2020-03-18,12.0,AA-,26-02-25,3.488,10.09,7.06,13.12,0,2020-09-02,15/30  85%,0,0,,,,0/15 | 30
396,128100,搜特转债,1002503,搜于特,97.97,0.11,403.91,0.52,-0.84,-0.3,-1.2,-7.14,7.982,80.63,21.51,1.29,0.78,549.19,41.82,119.48,40.23,23.8,0,09:49:51,2020-04-09,8.0,B,26-03-11,3.526,1.6,1.12,2.08,0,2020-09-18,10/30  90%,2,2,,,,0/15 | 30
397,128101,联创转债,1002036,联创电子,141.233,-1.66,1449.11,3.41,-10.33,-13.85,-0.22,-4.7,2.992,116.63,21.09,15.99,-1.78,9274.71,60.15,162.32,102.39,1.8,0,09:50:03,2020-04-13,3.0,AA,26-03-16,3.54,13.71,9.6,17.82,0,2020-09-21,15/30  85%,0,0,,,,12/15 | 30
398,128105,长集转债,1002616,长青集团,106.59,0.22,143.16,0.17,-1.69,-0.38,5.1,0.6,7.995,65.11,63.71,5.15,0.98,818.57,45.22,170.3,94.17,33.0,0,09:49:51,2020-05-13,8.0,AA-,26-04-08,3.603,7.91,5.54,10.28,0,2020-10-15,10/20  85%,0,0,,,,0/15 | 30
399,128106,华统转债,1002840,华统股份,259.725,0.67,6001.42,8.03,-8.33,5.2,72.16,130.42,2.891,256.05,1.44,22.66,0.8,2587.31,55.45,261.17,100.21,2.8,1,09:50:03,2020-05-08,5.5,AA,26-04-09,3.605,8.85,6.2,11.51,0,2020-10-16,15/30  85%,0,0,G,,,0/15 | 30
400,128108,蓝帆转债,1002382,蓝帆医疗,102.056,0.22,98.89,0.06,-0.92,-0.53,0.34,-16.45,15.211,45.56,124.0,8.31,0.61,1263.36,35.13,226.06,99.61,18.3,0,09:50:00,2020-06-19,31.44,AA,26-05-27,3.737,18.24,12.77,23.71,0,2020-12-03,15/30  85%,0,0,,,,0/15 | 30
401,128109,楚江转债,1002171,楚江新材,135.2,0.3,384.53,0.16,-4.99,-11.72,6.54,-14.43,18.225,113.48,19.14,9.51,0.96,1467.44,47.91,154.34,101.32,15.4,0,09:50:03,2020-06-23,18.3,AA,26-06-03,3.756,8.38,5.87,10.89,0,2020-12-10,15/30  80%,0,0,G,,,0/15 | 30
402,128111,中矿转债,1002738,中矿资源,900.287,0.59,30492.67,29.42,3.48,5.92,40.56,111.61,1.149,871.53,3.3,95.52,0.77,37619.89,67.87,903.59,100.66,0.3,0,09:50:03,2020-07-07,8.0,AA-,26-06-10,3.775,10.96,7.67,14.25,0,2020-12-17,15/30  90%,0,0,,,,3/15 | 30
403,128114,正邦转债,1002157,正邦科技,109.498,0.1,2123.04,1.45,-0.5,0.14,-3.1,5.81,13.331,97.7,12.08,5.94,-0.67,9518.49,50.02,121.58,93.02,9.2,0,09:50:03,2020-07-15,16.0,AA-,26-06-16,3.792,6.08,4.26,7.9,0,2020-12-23,15/30  85%,1,1,,,,0/15 | 30
404,128116,瑞达转债,1002961,瑞达期货,107.741,-0.07,307.32,0.44,-1.43,-0.7,1.23,-3.01,6.492,55.0,95.89,16.07,-0.06,481.95,42.78,203.63,100.99,37.2,0,09:49:57,2020-07-24,6.5,AA,26-06-28,3.825,29.22,20.45,37.99,0,2021-01-04,15/30  85%,0,0,,,,0/15 | 30
405,128117,道恩转债,1002838,道恩股份,120.215,-0.04,516.91,1.2,-3.24,-11.87,8.11,15.22,3.592,77.49,55.14,21.72,-0.09,1361.05,50.01,175.36,99.27,4.7,0,09:50:03,2020-07-20,3.6,AA-,26-07-01,3.833,28.03,19.62,36.44,0,2021-01-08,15/30  80%,0,0,,,,0/15 | 30
406,128118,瀛通转债,1002861,瀛通通讯,113.2,0.04,150.54,0.44,-1.02,-3.19,3.01,7.39,2.998,52.74,114.64,11.26,-0.79,1203.69,43.94,227.84,98.17,24.6,0,09:49:54,2020-08-05,3.0,AA-,26-07-01,3.833,21.35,14.95,27.76,0,2021-01-08,15/30  85%,0,0,,,,0/15 | 30
407,128119,龙大转债,1002726,龙大美食,118.88,0.07,343.83,0.31,-1.09,-2.66,-4.48,-4.13,9.461,99.57,19.39,9.26,0.0,1244.8,37.25,138.27,96.5,9.5,0,09:49:57,2020-08-07,9.5,AA-,26-07-12,3.863,9.3,6.51,12.09,0,2021-01-18,10/20  90%,0,0,,,,0/15 | 30
408,128120,联诚转债,1002921,联诚精密,122.823,0.18,1220.47,3.83,-3.62,-13.5,5.38,10.17,2.599,90.29,36.03,16.0,1.33,539.75,50.11,158.85,80.66,19.8,0,09:50:03,2020-08-17,2.6,A,26-07-16,3.874,17.72,12.4,23.04,0,2021-01-25,15/30  85%,0,0,,,,0/15 | 30
409,128121,宏川转债,1002930,宏川智慧,128.337,-0.51,393.43,0.46,-1.76,-1.98,2.92,12.08,6.699,109.58,17.12,21.4,-2.73,292.16,43.07,145.46,90.82,7.3,0,09:50:03,2020-08-07,6.7,AA-,26-07-16,3.874,19.53,13.67,25.39,0,2021-01-25,15/30  90%,0,0,,,,0/15 | 30
410,128122,兴森转债,1002436,兴森科技,141.659,8.13,24047.27,64.72,-0.45,0.47,20.46,9.9,2.685,86.29,64.17,12.08,4.23,12403.34,47.73,205.83,103.54,1.7,0,09:50:03,2020-08-17,2.69,AA,25-07-22,2.89,14.0,8.4,18.2,0,2021-01-29,20/30  70%,0,0,,,,0/20 | 30
411,128123,国光转债,1002749,国光股份,114.8,0.03,67.08,0.18,-2.14,-3.93,1.86,7.18,3.199,75.93,51.19,10.0,0.6,282.4,37.17,165.99,92.71,8.0,0,09:49:51,2020-08-19,3.2,AA-,26-07-26,3.901,13.17,9.22,17.12,0,2021-02-01,15/30  80%,0,0,,,,0/15 | 30
412,128124,科华转债,1002022,*ST科华,101.181,-0.15,700.84,0.94,-3.27,0.05,1.06,-2.67,7.376,49.72,103.5,10.56,1.64,1111.34,49.17,204.68,81.0,13.6,0,09:50:03,2020-08-20,7.38,A+,26-07-27,3.904,21.24,14.87,27.61,0,2021-02-03,10/20  90%,0,0,,,,0/15 | 30
413,128125,华阳转债,1002949,华阳国际,110.94,0.49,1590.71,3.17,-1.08,0.13,2.72,6.19,4.498,61.3,80.98,15.38,3.92,5989.63,49.27,191.92,94.66,19.7,0,09:50:03,2020-08-21,4.5,AA-,26-07-29,3.91,25.09,17.56,32.62,0,2021-02-05,15/30  85%,0,0,,,,0/15 | 30
414,128127,文科转债,1002775,文科园林,108.763,0.22,415.82,0.4,0.02,-0.59,-1.3,9.66,9.493,83.2,30.72,4.06,2.53,972.11,51.89,139.48,88.43,52.7,0,09:50:00,2020-09-11,9.5,A+,26-08-19,3.967,4.88,3.42,6.34,0,2021-03-01,15/30  90%,0,0,,,,0/15 | 30
415,128128,齐翔转2,1002408,齐翔腾达,138.37,-0.02,1196.39,1.27,-9.21,-4.51,-5.36,-20.84,6.798,128.65,7.56,7.32,-0.14,2142.68,48.06,145.93,100.34,3.4,0,09:50:03,2020-09-15,29.9,AA,26-08-19,3.967,5.69,3.98,7.4,0,2021-02-26,10/20  90%,0,0,G,,,0/15 | 30
416,128129,青农转债,1002958,青农商行,103.04,-0.06,192.34,0.04,0.16,-0.02,-0.14,-4.32,49.997,72.99,41.17,3.08,0.98,1398.97,18.19,144.21,100.06,33.7,0,09:50:03,2020-09-18,50.0,AAA,26-08-24,3.981,4.22,,5.49,0,2021-03-01,15/30  80%,1,1,,,,0/15 | 30
417,128130,景兴转债,1002067,景兴纸业,117.752,0.46,305.37,0.26,-1.61,-2.71,-1.34,-2.52,9.987,103.82,13.42,3.53,0.57,427.64,32.44,131.17,100.14,26.8,0,09:50:03,2020-09-18,12.8,AA,26-08-30,3.997,3.4,2.72,4.42,0,2021-03-04,15/30  80%,0,0,,,,0/15 | 30
418,128131,崇达转2,1002815,崇达技术,113.447,0.06,81.77,0.05,-0.92,-3.17,2.83,4.38,13.998,63.49,78.68,11.98,1.1,1032.24,47.89,192.13,100.52,27.1,0,09:50:00,2020-09-28,14.0,AA,26-09-04,4.011,18.87,13.21,24.53,0,2021-03-11,15/30  85%,0,0,,,,0/15 | 30
419,128132,交建转债,1002941,新疆交建,115.714,0.4,651.74,0.66,-0.48,-1.34,-3.74,9.58,8.489,76.94,50.4,14.18,0.85,5192.05,52.87,166.11,102.2,9.4,0,09:50:03,2020-10-16,8.5,AA,26-09-14,4.038,18.43,12.9,23.96,0,2021-03-22,10/30  85%,0,0,,,,0/15 | 30
420,128133,奇正转债,1002287,奇正藏药,120.099,0.08,69.45,0.07,-0.72,-1.67,1.65,2.56,7.994,95.33,25.98,23.06,0.26,180.04,39.87,146.08,102.13,6.6,0,09:49:45,2020-10-27,8.0,AA,26-09-21,4.058,24.19,16.93,31.45,0,2021-03-29,10/20  90%,1,1,,,,0/15 | 30
421,128134,鸿路转债,1002541,鸿路钢构,123.395,0.8,468.79,0.24,1.72,1.9,-1.16,-12.95,15.728,87.0,41.83,28.9,-0.21,6863.2,49.58,165.23,100.01,11.1,0,09:50:03,2020-11-02,18.8,AA,26-10-08,4.104,33.22,23.25,43.19,0,2021-04-15,15/30  85%,0,0,,,,0/15 | 30
