,转债代码,转债名称,正股代码,正股名称,现价,涨跌幅,成交额,换手率,近5日涨跌幅,近20日涨跌幅,近3月涨跌幅,近1年涨跌幅,剩余规模（亿元）,转股价值,溢价率,正股价格,正股涨跌幅,正股成交额,正股波动率,双低指标,纯债价值,转债/正股流通市值比,自选标记,更新时间,上市日期,发行规模（亿元）,债券评级,到期日期,剩余年限,转股价,回售触发价,强赎触发价,距离转股开始天数,转股开始日期,下修条件,下修次数,下修成功次数,强赎标记,确定强赎日期,确定强赎价格,强赎天数统计
0,110038,济川转债,1600566,济川药业,122.953,-0.04,799.98,1.03,-1.15,-7.73,-2.23,10.85,6.3,101.72,20.87,23.11,0.22,1774.2,51.41,143.82,105.61,3.1,0,09:49:59,2017-11-29,8.43,AA,22-11-12,0.197,22.72,11.36,28.4,0,2018-05-17,10/30  80%,1,1,,,,0/15 | 30
1,110043,无锡转债,1600908,无锡银行,122.582,0.01,483.94,0.14,-1.08,2.12,5.45,4.83,29.213,109.58,11.87,5.95,0.68,1815.05,25.39,134.45,103.81,27.8,0,09:49:54,2018-03-14,30.0,AA+,24-01-30,1.414,5.43,,7.06,0,2018-08-05,15/30  80%,2,2,,,,0/15 | 30
2,110044,广电转债,1600831,广电网络,204.1,-1.88,3923.37,26.76,1.76,-6.63,-13.81,-9.37,0.707,84.65,141.11,5.79,-0.34,1535.21,42.8,345.21,104.69,1.7,0,09:50:01,2018-07-24,8.0,AA,24-06-27,1.822,6.84,4.79,8.89,0,2019-01-03,10/20  90%,0,0,,,,0/15 | 30
3,110045,海澜转债,1600398,海澜之家,108.6,0.03,84.87,0.03,-0.16,-0.99,1.0,-9.69,29.498,68.91,57.6,4.5,0.22,820.5,23.29,166.2,104.38,15.2,0,09:49:57,2018-07-31,30.0,AA+,24-07-13,1.866,6.53,4.57,8.49,0,2019-01-19,15/30  85%,1,1,,,,0/15 | 30
4,110047,山鹰转债,1600567,山鹰国际,112.41,-0.04,85.23,0.03,-0.59,-1.29,-0.5,-6.34,22.455,82.45,36.34,2.63,0.0,579.77,24.29,148.75,110.08,18.5,0,09:49:59,2018-12-10,23.0,AA+,24-11-21,2.225,3.19,2.23,4.15,0,2019-05-27,15/30  80%,0,0,,,,0/15 | 30
5,110048,福能转债,1600483,福能股份,178.938,-0.21,786.19,0.35,-7.7,-3.66,-4.62,-0.83,12.76,153.8,16.34,11.75,-0.25,2182.94,61.47,195.28,106.0,6.2,0,09:50:00,2018-12-28,28.3,AA+,24-12-06,2.266,7.64,5.35,9.93,0,2019-06-13,15/30  90%,0,0,G,,,0/15 | 30
6,110052,贵广转债,1600996,贵广网络,137.743,-0.76,21791.86,21.12,5.54,2.08,19.45,32.69,7.493,138.16,-0.3,10.97,-1.7,22239.13,72.91,137.44,109.28,6.4,1,09:49:59,2019-03-29,16.0,AA+,25-03-05,2.51,7.94,5.56,10.32,0,2019-09-11,10/20  90%,0,0,,,,13/15 | 30
7,110053,苏银转债,1600919,江苏银行,126.26,-0.03,3513.18,0.14,0.41,1.23,4.17,4.95,199.992,120.94,4.4,7.22,-0.41,8583.1,29.73,130.66,109.83,18.9,0,09:49:59,2019-04-03,200.0,AAA,25-03-13,2.532,5.97,,7.76,0,2019-09-20,15/30  80%,0,0,,,,0/15 | 30
8,110055,伊力转债,1600197,伊力特,188.7,-0.17,1818.99,3.95,-9.37,-13.41,-3.64,7.11,2.435,152.13,24.04,24.34,-1.06,4212.65,46.45,212.74,105.55,2.1,0,09:50:01,2019-04-04,8.76,AA,25-03-15,2.537,16.0,11.2,20.8,0,2019-09-23,15/30  80%,0,0,G,,,0/15 | 30
9,110056,亨通转债,1600487,亨通光电,142.094,4.16,21963.51,9.07,2.11,2.36,16.36,27.1,17.101,121.17,17.27,18.03,7.13,60061.66,47.12,159.36,105.98,4.0,0,09:50:00,2019-04-16,17.33,AA+,25-03-19,2.548,14.88,10.42,19.34,0,2019-09-26,15/30  85%,1,1,,,,0/15 | 30
10,110057,现代转债,1600420,国药现代,116.932,0.34,337.9,0.18,-1.31,-1.67,2.23,1.68,16.155,92.16,26.88,8.93,0.34,445.36,37.75,143.81,102.59,17.6,0,09:49:17,2019-04-30,16.16,AAA,25-03-31,2.581,9.69,6.78,12.6,0,2019-10-08,15/30  80%,0,0,,,,0/15 | 30
11,110058,永鼎转债,1600105,永鼎股份,116.445,0.01,100.74,0.33,-2.21,-3.7,4.02,7.3,2.61,74.6,56.09,3.76,0.27,1233.46,47.41,172.54,99.26,5.0,0,09:49:22,2019-05-08,9.8,AA-,25-04-15,2.622,5.04,3.53,6.55,0,2019-10-22,15/30  85%,1,1,,,,0/15 | 30
12,110059,浦发转债,1600000,浦发银行,107.405,-0.14,1211.99,0.02,-0.11,0.19,1.22,3.27,499.986,53.39,101.17,7.24,-0.41,3832.68,14.52,208.58,107.84,23.5,0,09:49:54,2019-11-15,500.0,AAA,25-10-27,3.156,13.56,,17.63,0,2020-05-06,15/30  80%,0,0,,,,0/15 | 30
13,110060,天路转债,1600326,西藏天路,119.095,0.59,179.06,0.21,-1.81,-0.84,4.64,1.57,7.062,96.13,23.89,5.21,0.97,523.94,31.99,142.99,104.23,14.8,0,09:49:49,2019-11-28,10.87,AA,25-10-27,3.156,5.42,3.79,7.05,0,2020-05-06,15/30  85%,2,1,,,,0/15 | 30
14,110061,川投转债,1600674,川投能源,149.783,0.71,5114.98,0.89,-4.41,-0.22,6.52,10.61,38.299,150.34,-0.37,13.23,0.3,3884.58,34.7,149.41,101.65,6.6,0,09:50:00,2019-12-02,40.0,AAA,25-11-10,3.195,8.8,6.16,11.44,0,2020-05-15,10/20  85%,0,0,G,,,0/15 | 30
15,110062,烽火转债,1600498,烽火通信,108.234,-0.03,57.77,0.02,0.22,-1.82,-0.58,-2.58,30.873,63.77,69.73,14.52,0.9,1153.36,27.99,177.96,101.43,18.8,0,09:49:49,2019-12-25,30.88,AAA,25-12-01,3.252,22.77,15.94,29.6,0,2020-06-08,15/30  80%,1,1,,,,0/15 | 30
16,110063,鹰19转债,1600567,山鹰国际,111.952,0.08,56.63,0.03,-0.97,-1.55,-0.56,-7.52,18.092,83.49,34.09,2.63,0.0,579.77,24.29,146.04,105.38,14.9,0,09:49:58,2020-01-03,18.6,AA+,25-12-12,3.282,3.15,2.21,4.1,0,2020-06-19,15/30  80%,0,0,,,,0/15 | 30
17,110064,建工转债,1600939,重庆建工,119.376,1.57,1014.45,0.68,1.86,0.15,-2.34,12.94,12.646,89.98,32.67,4.04,1.25,1837.91,54.2,152.05,108.76,16.5,1,09:50:00,2020-01-16,16.6,AA+,25-12-19,3.301,4.49,3.14,5.84,0,2020-06-29,10/20  90%,0,0,,,,0/15 | 30
18,110067,华安转债,1600909,华安证券,111.744,-0.27,661.48,0.21,1.6,3.39,3.8,-0.14,27.994,80.72,38.43,4.94,-0.6,6569.74,28.15,150.17,100.04,12.1,0,09:49:48,2020-04-09,28.0,AAA,26-03-11,3.526,6.12,,7.96,0,2020-09-18,15/30  80%,1,1,,,,0/15 | 30
19,110068,龙净转债,1600388,ST龙净,128.743,0.32,1143.78,0.45,-2.06,-8.69,3.23,17.54,19.996,115.55,11.42,12.19,0.58,1052.84,41.21,140.16,103.29,15.3,0,09:49:54,2020-04-15,20.0,AA+,26-03-23,3.559,10.55,7.39,13.72,0,2020-09-30,10/20  90%,0,0,,,,0/15 | 30
20,110070,凌钢转债,1600231,凌钢股份,120.28,-0.2,259.66,0.99,-1.56,-3.59,0.0,-10.82,2.171,91.89,30.9,2.38,0.0,448.18,40.01,151.18,104.12,3.2,0,09:49:45,2020-05-13,4.4,AA,26-04-12,3.614,2.59,1.81,3.37,0,2020-10-19,15/30  85%,0,0,,,,0/15 | 30
21,110072,广汇转债,1600297,广汇汽车,99.26,0.04,287.42,0.09,-0.8,-0.46,-1.79,-0.52,33.662,58.81,68.78,2.37,0.42,2038.36,38.15,168.04,101.29,17.5,0,09:49:54,2020-09-15,33.7,AA+,26-08-17,3.962,4.03,2.82,5.24,0,2021-02-24,15/30  90%,0,0,,,,0/15 | 30
22,110073,国投转债,1600061,国投资本,105.91,0.11,450.36,0.05,-0.05,0.43,0.57,-7.1,79.992,68.1,55.52,6.64,1.07,4082.55,24.95,161.43,98.82,18.7,0,09:49:53,2020-08-20,80.0,AAA,26-07-23,3.893,9.75,,12.68,0,2021-02-01,15/30  80%,0,0,,,,0/15 | 30
23,110074,精达转债,1600577,精达股份,149.589,0.88,3239.85,4.26,-10.99,-26.99,-2.36,-30.47,5.095,136.49,9.6,5.05,0.4,3663.32,57.55,159.19,102.01,5.1,0,09:50:01,2020-09-21,7.87,AA,26-08-18,3.964,3.7,2.59,4.81,0,2021-02-25,15/30  85%,0,0,G,,,0/15 | 30
24,110075,南航转债,1600029,南方航空,132.874,-0.24,106.85,0.01,-0.45,0.16,4.49,9.2,58.96,103.06,28.93,6.39,-0.78,2836.83,36.87,161.8,97.93,9.0,0,09:49:41,2020-11-03,160.0,AAA,26-10-14,4.121,6.2,4.34,8.06,0,2021-04-21,15/30  85%,0,0,,,,0/15 | 30
25,110076,华海转债,1600521,华海药业,113.25,0.32,204.19,0.1,-0.24,-1.59,3.23,6.33,18.424,60.9,85.96,20.64,3.67,14791.19,49.6,199.21,99.78,6.1,0,09:49:20,2020-11-25,18.426,AA,26-11-01,4.17,33.89,23.72,44.06,0,2021-05-06,15/30  80%,0,0,,,,0/15 | 30
26,110077,洪城转债,1600461,洪城环境,131.134,-0.27,265.27,0.11,-0.66,0.87,-0.59,0.89,17.674,122.22,7.29,7.59,0.13,425.64,28.07,138.42,99.75,25.4,0,09:49:53,2020-12-17,18.0,AA+,26-11-19,4.219,6.21,4.35,8.07,0,2021-05-26,15/30  80%,0,0,,,,0/15 | 30
27,110079,杭银转债,1600926,杭州银行,124.22,0.25,2644.0,0.14,0.8,1.4,2.23,1.04,149.985,112.97,9.96,14.28,-0.35,5822.76,32.78,134.18,98.68,20.8,0,09:49:59,2021-04-23,150.0,AAA,27-03-29,4.575,12.64,,16.43,0,2021-10-08,15/30  80%,1,1,,,,0/15 | 30
28,110080,东湖转债,1600133,东湖高新,116.29,1.06,1090.79,0.61,0.72,0.49,-1.86,6.24,15.491,98.97,17.5,5.78,2.12,1996.98,36.39,133.79,97.96,33.7,0,09:49:51,2021-05-12,15.5,AA,27-04-11,4.611,5.84,4.09,7.59,0,2021-10-18,15/30  85%,0,0,,,,0/15 | 30
29,110081,闻泰转债,1600745,闻泰科技,116.27,0.06,587.28,0.06,-0.62,-5.58,1.88,-21.96,85.982,67.15,73.15,64.79,0.29,15864.38,48.56,189.42,96.09,14.1,0,09:50:01,2021-08-20,86.0,AA+,27-07-27,4.904,96.49,67.54,125.44,0,2022-02-07,15/30  85%,0,0,,,,0/15 | 30
30,110082,宏发转债,1600885,宏发股份,119.136,-0.47,624.09,0.26,-4.18,-2.86,1.97,19.14,19.996,73.23,62.69,37.58,-0.27,2768.39,43.95,181.83,97.71,5.1,0,09:49:59,2021-11-23,20.0,AA,27-10-28,5.159,51.32,35.92,66.72,0,2022-05-05,15/30  90%,0,0,,,,0/15 | 30
31,110083,苏租转债,1600901,江苏租赁,118.915,0.46,416.37,0.07,-0.44,1.03,2.25,18.92,49.98,101.58,17.07,5.15,1.18,2004.22,21.67,135.99,95.2,32.7,0,09:49:59,2021-12-10,50.0,AAA,27-11-11,5.197,5.07,,6.59,0,2022-05-17,15/30  80%,0,0,,,,0/15 | 30
32,110084,贵燃转债,1600903,贵州燃气,124.101,0.17,2214.06,1.79,-3.05,2.77,6.53,24.1,9.996,116.16,6.84,8.34,1.21,1675.59,43.83,130.94,95.26,10.5,0,09:50:02,2022-01-18,10.0,AA,27-12-27,5.323,7.18,5.03,9.33,0,2022-07-01,10/20  85%,1,1,,,,0/15 | 30
33,110085,通22转债,1600438,通威股份,139.116,-1.15,16887.62,1.01,-9.47,-2.68,4.39,39.12,120.0,137.1,1.47,52.59,-0.55,57335.02,46.63,140.59,95.46,5.1,0,09:50:00,2022-03-18,120.0,AA+,28-02-24,5.485,38.36,26.85,49.87,1,,15/30  85%,0,0,,,,0/15 | 30
34,110086,精工转债,1600496,精工钢构,119.74,0.43,115.14,0.05,0.5,-0.48,0.88,19.74,20.0,83.47,43.45,4.14,1.72,1839.22,36.93,163.19,95.43,24.0,0,09:49:53,2022-05-23,20.0,AA,28-04-21,5.641,4.96,3.47,6.45,57,,15/30  80%,0,0,,,,0/15 | 30
35,110087,天业转债,1600075,新疆天业,119.32,0.26,127.49,0.04,-1.09,0.81,19.32,19.32,30.0,89.42,33.44,6.17,0.82,1423.96,43.38,152.76,93.23,38.3,0,09:49:59,2022-07-19,30.0,AA+,28-06-22,5.811,6.9,4.83,8.97,89,,15/30  85%,0,0,,,,0/15 | 30
36,111000,起帆转债,1605222,起帆电缆,125.872,-0.11,356.71,0.28,-2.22,-6.76,3.83,0.26,9.994,98.54,27.74,19.57,-0.05,593.97,43.39,153.61,91.88,51.1,0,09:49:46,2021-06-17,10.0,AA-,27-05-24,4.729,19.86,13.9,25.82,0,2021-11-29,15/30  85%,0,0,,,,0/15 | 30
37,111001,山玻转债,1605006,山东玻纤,119.29,0.06,25.78,0.04,-1.99,-2.34,-0.37,19.29,5.999,82.87,43.95,9.53,0.0,476.26,40.87,163.24,89.22,22.2,0,09:49:44,2021-12-06,6.0,AA-,27-11-08,5.189,11.5,8.05,14.95,0,2022-05-12,15/30  85%,0,0,,,,0/15 | 30
38,111002,特纸转债,1605007,五洲特纸,126.62,-0.07,10.39,0.01,-1.67,-4.94,-2.27,26.62,6.7,89.07,42.16,16.21,0.0,380.97,46.58,168.78,97.21,50.2,0,09:49:36,2021-12-30,6.7,AA,27-12-08,5.271,18.2,12.74,23.66,0,2022-06-14,15/30  85%,0,0,,,,0/15 | 30
39,111003,聚合转债,1605166,聚合顺,152.97,3.63,7143.66,23.16,12.53,-4.2,-23.48,52.97,2.04,88.42,73.0,12.75,1.59,314.47,46.81,225.97,87.85,8.5,0,09:50:02,2022-04-19,2.04,AA-,28-03-06,5.515,14.42,10.09,18.75,11,,15/30  80%,0,0,,,,0/15 | 30
40,111004,明新转债,1605068,明新旭腾,131.011,-0.48,270.48,0.31,-5.85,-17.32,-2.07,31.01,6.73,98.08,33.58,24.04,-1.84,701.41,54.92,164.59,87.52,49.5,0,09:49:54,2022-04-25,6.73,AA-,28-03-29,5.578,24.51,17.16,31.86,39,,15/30  85%,0,0,,,,0/15 | 30
41,111005,富春转债,1605189,富春染织,120.702,0.13,175.25,0.25,-0.51,-6.78,20.7,20.7,5.7,84.52,42.81,19.6,0.77,258.14,39.08,163.51,80.55,69.9,0,09:50:02,2022-07-25,5.7,AA-,28-06-22,5.811,23.19,16.23,30.15,119,,15/30  85%,0,0,,,,0/15 | 30
42,113011,光大转债,1601818,光大银行,105.1,0.01,1541.83,0.06,0.08,0.06,-0.31,-7.62,241.98,85.97,22.25,2.88,0.35,2958.27,13.52,127.35,103.8,20.3,0,09:50:01,2017-04-05,300.0,AAA,23-03-17,0.54,3.35,,4.36,0,2017-09-18,15/30  80%,0,0,,,,0/15 | 30
43,113013,国君转债,1601211,国泰君安,110.76,0.02,91.86,0.01,-0.57,1.24,0.87,-8.13,69.902,83.12,33.25,14.77,-0.14,4077.59,23.43,144.01,103.11,6.4,0,09:49:43,2017-07-24,70.0,AAA,23-07-06,0.844,17.77,,23.1,0,2018-01-08,15/30  80%,0,0,,,,0/15 | 30
44,113016,小康转债,1601127,赛力斯,375.4,-0.3,7317.55,9.45,-5.44,-19.35,-4.83,-14.37,2.064,304.96,23.1,61.51,-0.47,20755.41,67.15,398.5,102.13,0.3,0,09:49:59,2017-11-21,15.0,AA-,23-11-06,1.181,20.17,14.12,26.22,0,2018-05-11,10/20  90%,1,1,G,,,0/15 | 30
45,113017,吉视转债,1601929,吉视传媒,110.186,-0.21,527.94,0.42,-0.92,-0.9,-4.26,9.96,11.35,86.1,27.97,1.92,0.0,1539.73,47.95,138.16,104.28,17.9,0,09:49:59,2018-01-15,15.6,AA+,23-12-27,1.321,2.23,1.56,2.9,0,2018-07-03,15/30  90%,1,1,,,,0/15 | 30
46,113021,中信转债,1601998,中信银行,110.402,-0.18,147.41,0.0,-0.13,0.39,1.31,3.28,399.997,69.98,57.76,4.5,0.45,2602.74,18.02,168.16,109.62,26.1,0,09:49:59,2019-03-19,400.0,AAA,25-03-03,2.504,6.43,,8.36,0,2019-09-09,15/30  80%,0,0,,,,0/15 | 30
47,113024,核建转债,1601611,中国核建,118.44,-0.42,302.5,0.08,1.22,1.73,0.39,3.0,29.951,87.75,34.97,8.45,-0.35,4871.13,44.21,153.41,101.56,13.5,0,09:49:57,2019-04-26,29.96,AAA,25-04-07,2.6,9.63,6.74,12.52,0,2019-10-14,15/30  80%,0,0,,,,0/15 | 30
48,113025,明泰转债,1601677,明泰铝业,327.147,2.77,7081.12,2.14,-9.28,-21.57,1.11,-8.6,10.147,300.26,8.95,23.0,3.14,8820.28,57.24,336.1,105.48,4.6,0,09:50:01,2019-05-07,18.39,AA,25-04-09,2.605,7.66,5.36,9.96,0,2019-10-16,15/30  90%,0,0,,,,12/15 | 30
49,113027,华钰转债,1601020,华钰矿业,138.382,0.17,742.26,2.25,-4.31,-8.83,-19.43,-10.19,2.387,120.85,14.51,12.29,-0.08,964.33,50.31,152.89,87.46,3.5,0,09:49:59,2019-07-10,6.4,A,25-06-13,2.784,10.17,7.12,13.22,0,2019-12-20,15/30  80%,0,0,G,,,0/15 | 30
50,113030,东风转债,1601515,东风股份,120.284,-0.09,103.41,0.29,-2.21,-3.34,-0.65,0.44,2.947,88.91,35.29,4.41,0.23,738.37,45.6,155.57,105.26,3.6,0,09:49:57,2020-01-20,2.95,AA,25-12-23,3.312,4.96,3.47,6.45,0,2020-06-30,15/30  85%,0,0,,,,0/15 | 30
51,113033,利群转债,1601366,利群股份,108.851,0.25,267.89,0.14,0.6,-0.02,-0.86,2.73,17.998,90.14,20.76,6.22,0.65,439.52,16.0,129.61,102.26,34.7,0,09:50:00,2020-04-21,18.0,AA,26-03-31,3.581,6.9,4.83,8.97,0,2020-10-09,10/20  85%,0,0,,,,0/15 | 30
52,113037,紫银转债,1601860,紫金银行,103.907,0.0,573.94,0.12,-0.66,-0.24,0.05,0.06,44.995,72.15,44.02,2.85,0.0,1317.68,22.04,147.93,102.66,45.4,0,09:50:02,2020-08-17,45.0,AA+,26-07-22,3.89,3.95,,5.14,0,2021-01-29,15/30  80%,1,1,,,,0/15 | 30
53,113039,嘉泽转债,1601619,嘉泽新能,136.31,-0.49,1175.04,2.99,-7.85,-5.98,-1.01,-2.06,2.882,127.08,7.26,4.27,0.23,1725.54,47.67,143.57,98.46,2.8,0,09:50:00,2020-09-17,13.0,AA,26-08-23,3.978,3.36,2.35,4.37,0,2021-03-01,15/30  90%,0,0,G,,,0/15 | 30
54,113042,上银转债,1601229,上海银行,106.74,-0.09,936.91,0.04,0.2,0.25,1.32,3.46,199.98,57.97,84.13,5.93,0.34,2017.32,11.99,190.87,106.83,24.4,0,09:49:56,2021-02-10,200.0,AAA,27-01-24,4.4,10.23,,13.3,0,2021-07-29,15/30  80%,0,0,,,,0/15 | 30
55,113043,财通转债,1601108,财通证券,108.003,-0.07,229.21,0.06,-1.25,-0.15,1.24,-3.94,37.996,65.71,64.36,7.55,-0.53,4952.59,30.74,172.36,97.66,10.8,0,09:49:15,2020-12-28,38.0,AAA,26-12-09,4.274,11.49,,14.94,0,2021-06-16,15/30  80%,0,0,,,,0/15 | 30
56,113044,大秦转债,1601006,大秦铁路,111.715,0.31,2693.15,0.08,0.22,2.21,2.76,7.36,319.99,97.61,14.45,6.54,1.4,6315.44,16.92,126.17,101.18,32.9,0,09:50:00,2021-01-15,320.0,AAA,26-12-13,4.285,6.7,4.69,8.04,0,2021-06-18,15/30  85%,0,0,,,,0/15 | 30
57,113045,环旭转债,1601231,环旭电子,121.62,1.6,951.21,0.23,-3.71,-4.37,9.6,7.72,34.499,85.76,41.81,16.74,0.66,3623.63,39.76,163.43,97.55,9.5,0,09:49:55,2021-04-02,34.5,AA+,27-03-03,4.504,19.52,13.66,25.38,0,2021-12-10,15/30  80%,0,0,,,,0/20 | 30
58,113046,金田转债,1601609,金田股份,112.998,0.0,212.95,0.13,0.36,-3.75,4.53,-4.64,14.998,72.84,55.13,7.75,0.65,674.31,29.2,168.13,99.8,31.9,0,09:49:53,2021-04-12,15.0,AA+,27-03-21,4.553,10.64,7.45,13.83,0,2021-09-27,15/30  80%,0,0,,,,0/15 | 30
59,113047,旗滨转债,1601636,旗滨集团,132.225,-0.21,763.44,0.39,-0.14,-1.3,6.12,-38.78,14.986,95.09,39.05,11.42,0.79,6641.09,50.88,171.28,98.87,4.9,0,09:49:57,2021-05-07,15.0,AA+,27-04-08,4.603,12.01,8.41,15.61,0,2021-10-15,15/30  85%,0,0,,,,0/15 | 30
60,113048,晶科转债,1601778,晶科科技,123.7,-0.18,1201.17,0.42,-7.88,-2.62,-1.32,-23.33,22.964,96.7,27.92,5.27,0.57,3345.55,57.43,151.62,99.57,21.4,0,09:49:59,2021-05-31,30.0,AA,27-04-22,4.641,5.45,3.82,7.09,0,2021-10-29,15/30  90%,1,1,,,,0/15 | 30
61,113049,长汽转债,1601633,长城汽车,122.178,0.06,1121.63,0.26,-4.13,-4.24,-1.53,-40.65,34.955,85.19,43.42,32.49,-2.9,27039.45,52.7,165.6,96.36,1.8,0,09:49:45,2021-07-08,35.0,AAA,27-06-09,4.773,38.14,26.7,49.58,0,2021-12-17,15/30  85%,0,0,,,,0/15 | 30
62,113050,南银转债,1601009,南京银行,121.986,0.0,1268.17,0.06,-0.18,0.86,-0.37,5.19,169.82,109.85,11.05,10.59,-0.28,2649.68,26.85,133.04,96.97,18.3,0,09:50:01,2021-07-01,200.0,AAA,27-06-14,4.786,9.64,,12.53,0,2021-12-21,15/30  80%,0,0,,,,0/15 | 30
63,113051,节能转债,1601016,节能风电,141.21,0.37,1595.24,0.38,-4.88,-4.29,3.47,6.32,29.988,124.75,13.19,4.99,0.0,5469.52,54.58,154.4,98.63,13.4,0,09:49:59,2021-07-22,30.0,AA+,27-06-21,4.805,4.0,2.8,5.2,0,2021-12-27,15/30  85%,0,0,G,,,0/15 | 30
64,113052,兴业转债,1601166,兴业银行,108.13,-0.2,3574.89,0.07,-1.08,-0.8,-0.4,8.13,499.988,69.85,54.8,17.1,-0.06,21974.94,28.96,162.93,98.11,14.1,0,09:49:59,2022-01-14,500.0,AAA,27-12-27,5.323,24.48,,31.82,0,2022-06-30,15/30  80%,0,0,,,,0/15 | 30
65,113053,隆22转债,1601012,隆基绿能,125.764,-0.04,3865.16,0.44,-3.61,-5.46,-0.14,25.76,69.965,87.7,43.4,51.6,0.78,43815.91,43.4,169.16,95.26,1.8,0,09:50:00,2022-02-17,70.0,AAA,28-01-04,5.345,58.84,41.19,76.49,0,2022-07-11,15/30  85%,0,0,,,,0/15 | 30
66,113054,绿动转债,1601330,绿色动力,110.75,0.15,54.36,0.02,-1.04,-1.96,1.75,10.75,23.6,76.54,44.7,7.44,0.4,345.85,36.88,155.45,95.45,32.1,0,09:48:04,2022-03-23,23.6,AA+,28-02-25,5.488,9.72,6.8,12.64,4,,15/30  85%,0,0,,,,0/15 | 30
67,113055,成银转债,1601838,成都银行,126.738,0.13,2262.36,0.22,0.5,-0.56,1.95,26.74,80.0,111.94,13.22,15.56,-0.83,5655.93,34.91,139.96,94.63,14.3,0,09:49:56,2022-04-06,80.0,AAA,28-03-02,5.504,13.9,,18.07,8,,15/30  80%,0,0,,,,0/15 | 30
68,113056,重银转债,1601963,重庆银行,100.491,0.0,345.25,0.03,-0.03,-0.13,-0.53,0.49,130.0,65.47,53.49,7.13,-0.14,314.1,22.26,153.98,98.45,263.7,0,09:50:01,2022-04-14,130.0,AAA,28-03-22,5.559,10.89,,14.16,28,,15/30  80%,0,0,,,,0/15 | 30
69,113057,中银转债,1601881,中国银河,118.167,-0.22,5244.6,0.57,0.13,2.31,4.66,18.17,78.0,94.56,24.97,9.39,-5.15,31352.57,28.17,143.14,93.44,12.9,0,09:50:01,2022-05-10,78.0,AAA,28-03-23,5.562,9.93,,12.91,29,,15/30  80%,0,0,,,,0/15 | 30
70,113058,友发转债,1601686,友发集团,116.2,0.2,119.79,0.05,3.01,1.47,4.14,16.2,20.0,70.64,64.5,6.64,0.61,429.05,35.13,180.7,95.78,53.5,0,09:49:15,2022-04-26,20.0,AA,28-03-29,5.578,9.4,6.58,12.22,39,,15/30  85%,1,0,,,,0/15 | 30
71,113059,福莱转债,1601865,福莱特,130.9,2.45,1916.76,0.37,1.2,-0.79,30.9,30.9,40.0,91.26,43.44,40.1,0.17,4041.07,55.59,174.34,95.04,5.9,0,09:50:00,2022-06-13,40.0,AA,28-05-19,5.718,43.94,30.76,57.12,88,,15/30  90%,1,0,,,,0/15 | 30
72,113060,浙22转债,1601878,浙商证券,130.86,-0.11,724.54,0.08,-1.32,5.88,30.86,30.86,70.0,103.15,26.86,10.82,-1.01,5484.69,37.87,157.72,92.36,16.7,0,09:49:53,2022-07-08,70.0,AAA,28-06-13,5.786,10.49,,13.64,110,,15/30  80%,0,0,,,,0/15 | 30
73,113061,拓普转债,1601689,拓普集团,139.085,-0.61,428.42,0.12,-6.14,39.09,39.09,39.09,25.0,106.7,30.35,76.16,-3.67,12112.84,57.07,169.44,94.7,3.0,0,09:50:02,2022-08-12,25.0,AA+,28-07-13,5.868,71.38,49.97,92.79,141,,15/30  85%,0,0,,,,0/15 | 30
74,113502,嘉澳转债,1603822,嘉澳环保,128.419,-6.09,8372.7,34.83,-12.85,-8.93,-1.47,0.0,1.842,128.47,-0.04,56.99,-2.21,4344.99,58.17,128.38,100.0,4.5,0,09:50:02,2017-11-27,1.85,AA-,23-11-09,1.189,44.36,31.05,57.67,0,2018-05-17,10/20  90%,0,0,O,,,15/15 | 30
75,113504,艾华转债,1603989,艾华集团,147.096,0.11,545.03,0.8,-9.01,-8.09,-2.77,-4.23,4.628,129.01,14.02,26.46,0.0,516.37,38.46,161.12,103.84,4.4,0,09:50:01,2018-03-23,6.91,AA,24-03-02,1.501,20.51,14.36,26.66,0,2018-09-08,15/30  80%,1,1,G,,,0/15 | 30
76,113505,杭电转债,1603618,杭电股份,120.107,1.91,6380.11,7.08,0.34,-1.81,5.26,10.31,7.497,97.87,22.72,6.88,4.4,12383.99,49.79,142.83,105.74,15.8,0,09:50:02,2018-03-27,7.8,AA,24-03-05,1.51,7.03,4.92,9.14,0,2018-09-12,15/30  90%,0,0,,,,0/15 | 30
77,113516,苏农转债,1603323,苏农银行,118.986,-0.06,367.97,0.24,-0.23,0.43,2.22,4.98,12.885,99.62,19.44,5.19,0.78,2501.97,30.36,138.43,106.58,16.4,0,09:49:48,2018-08-20,25.0,AA+,24-08-01,1.918,5.21,,6.77,0,2019-02-11,15/30  80%,0,0,,,,0/15 | 30
78,113519,长久转债,1603569,长久物流,117.925,-0.99,1727.67,2.09,-6.42,0.08,1.08,11.08,6.961,83.15,41.82,9.18,0.66,1684.12,57.95,159.75,111.53,13.5,0,09:50:01,2018-11-30,7.0,AA,24-11-07,2.186,11.04,7.73,14.35,0,2019-05-13,15/30  80%,0,0,,,,0/15 | 30
79,113524,奇精转债,1603677,奇精机械,120.572,0.07,161.92,0.41,-1.09,-4.02,4.58,7.03,3.297,85.01,41.83,11.63,0.35,316.01,33.13,162.4,103.85,14.8,0,09:48:59,2019-01-07,3.3,AA-,24-12-14,2.288,13.68,9.58,17.78,0,2019-06-20,15/30  85%,0,0,,,,0/15 | 30
